bg1,160,32,0,0,32,32,0,1,1,4294967295
bg1,128,32,0,0,32,32,0,1,1,4294967295
bg1,128,64,0,0,32,32,0,1,1,4294967295
bg1,96,64,0,0,32,32,0,1,1,4294967295
bg1,64,96,0,0,32,32,0,1,1,4294967295
bg1,96,96,0,0,32,32,0,1,1,4294967295
bg1,128,96,0,0,32,32,0,1,1,4294967295
bg1,160,96,0,0,32,32,0,1,1,4294967295
bg1,192,96,0,0,32,32,0,1,1,4294967295
bg1,192,128,0,0,32,32,0,1,1,4294967295
bg1,160,128,0,0,32,32,0,1,1,4294967295
bg1,160,160,0,0,32,32,0,1,1,4294967295
bg1,128,160,0,0,32,32,0,1,1,4294967295
bg1,128,192,0,0,32,32,0,1,1,4294967295
bg1,160,192,0,0,32,32,0,1,1,4294967295
bg1,192,192,0,0,32,32,0,1,1,4294967295
bg1,224,192,0,0,32,32,0,1,1,4294967295
bg1,256,192,0,0,32,32,0,1,1,4294967295
bg1,288,192,0,0,32,32,0,1,1,4294967295
bg1,256,224,0,0,32,32,0,1,1,4294967295
bg1,224,224,0,0,32,32,0,1,1,4294967295
bg1,192,224,0,0,32,32,0,1,1,4294967295
bg1,288,224,0,0,32,32,0,1,1,4294967295
bg1,320,224,0,0,32,32,0,1,1,4294967295
bg1,352,224,0,0,32,32,0,1,1,4294967295
bg1,384,224,0,0,32,32,0,1,1,4294967295
bg1,384,256,0,0,32,32,0,1,1,4294967295
bg1,352,256,0,0,32,32,0,1,1,4294967295
bg1,320,256,0,0,32,32,0,1,1,4294967295
bg1,288,288,0,0,32,32,0,1,1,4294967295
bg1,256,288,0,0,32,32,0,1,1,4294967295
bg1,256,320,0,0,32,32,0,1,1,4294967295
bg1,224,320,0,0,32,32,0,1,1,4294967295
bg1,288,320,0,0,32,32,0,1,1,4294967295
bg1,320,320,0,0,32,32,0,1,1,4294967295
bg1,352,320,0,0,32,32,0,1,1,4294967295
bg1,384,320,0,0,32,32,0,1,1,4294967295
bg1,416,320,0,0,32,32,0,1,1,4294967295
bg1,448,352,0,0,32,32,0,1,1,4294967295
bg1,480,352,0,0,32,32,0,1,1,4294967295
bg1,480,384,0,0,32,32,0,1,1,4294967295
bg1,448,384,0,0,32,32,0,1,1,4294967295
bg1,416,384,0,0,32,32,0,1,1,4294967295
bg1,384,416,0,0,32,32,0,1,1,4294967295
bg1,352,416,0,0,32,32,0,1,1,4294967295
bg1,320,416,0,0,32,32,0,1,1,4294967295
bg1,288,448,0,0,32,32,0,1,1,4294967295
bg1,320,448,0,0,32,32,0,1,1,4294967295
bg1,352,448,0,0,32,32,0,1,1,4294967295
bg1,384,448,0,0,32,32,0,1,1,4294967295
bg1,416,448,0,0,32,32,0,1,1,4294967295
bg1,448,448,0,0,32,32,0,1,1,4294967295
bg1,480,448,0,0,32,32,0,1,1,4294967295
bg1,512,448,0,0,32,32,0,1,1,4294967295
bg1,544,448,0,0,32,32,0,1,1,4294967295
bg1,576,448,0,0,32,32,0,1,1,4294967295
bg1,576,480,0,0,32,32,0,1,1,4294967295
bg1,576,512,0,0,32,32,0,1,1,4294967295
bg1,544,512,0,0,32,32,0,1,1,4294967295
bg1,544,544,0,0,32,32,0,1,1,4294967295
bg1,576,544,0,0,32,32,0,1,1,4294967295
bg1,608,544,0,0,32,32,0,1,1,4294967295
bg1,640,544,0,0,32,32,0,1,1,4294967295
bg1,672,544,0,0,32,32,0,1,1,4294967295
bg1,704,544,0,0,32,32,0,1,1,4294967295
bg1,736,544,0,0,32,32,0,1,1,4294967295
bg1,512,512,0,0,32,32,0,1,1,4294967295
bg1,480,512,0,0,32,32,0,1,1,4294967295
bg1,416,512,0,0,32,32,0,1,1,4294967295
bg1,384,512,0,0,32,32,0,1,1,4294967295
bg1,352,512,0,0,32,32,0,1,1,4294967295
bg1,320,480,0,0,32,32,0,1,1,4294967295
